名称,レア度,タイプ,主属性,副属性,攻撃,体力,回復,とっくん,出典,リダ攻倍率,倍率スキル,付与できる状態異常,スキル,リーダースキル,とくもり,きらめきオーラ
新どうぶつ,★7,バランス,,,,,,,シート,3.0,攻撃エンハ×4.8,,1ターンの間、バランスタイプの攻撃力をフィールド上の自色ぷよの数×0.1倍にし(最大4.8倍)、自色ぷよを消す このスキルによって消えた色ぷよはこのカード以外のスキル発動ぷよ数にカウントされる,バランスタイプの攻撃力と体力を3倍にする,,
新島真,★6,たいりょく,紫,,2300,6500,520,込み,シート,1.0,,,相手単体にこのカードの「こうげき」×15の属性攻撃を与え、さらに相手が状態異常の場合、ダメージが2倍になる（怒り・怯え・混乱・麻痺・毒・封印）,紫属性カードの体力を2.5倍にする,,
旅の勇者りんご,★6,バランス,赤,黄,2151,3595,799,なし,シート,2.4,,,フィールド上の色ぷよとハートBOXをあかぷよときいろぷよに変換する,味方全体の赤属性の攻撃力が2.4倍、 黄属性の体力が2.4倍になる,,
旅の勇者りんご,★7,バランス,赤,黄,4569,8293,1659,込み,シート,3.5,,,このスキル発動中、味方全体の攻撃力を2.5倍にし、フィールド上の色ぷよとハートBOXをあかぷよときいろぷよに変える,赤属性カードと黄属性カードの攻撃力と体力を3.5倍にする,味方全体の体力を1.5倍にする,
旅の占い師フェーリ,★6,バランス,紫,緑,2104,3604,1006,なし,シート,2.4,,,フィールド上の色ぷよとハートBOXをむらさきぷよとみどりぷよに変換する,味方全体の紫属性の攻撃力が2.4倍、 緑属性の体力が2.4倍になる,,
旅の占い師フェーリ,★7,バランス,紫,緑,4501,8306,1938,込み,シート,3.5,,,このスキル発動中、味方全体の攻撃力を2.5倍にし、フィールド上の色ぷよとハートBOXをむらさきぷよとみどりぷよに変える,紫属性カードと緑属性カードの攻撃力と体力を3.5倍にする,味方全体の体力を1.5倍にする,
旅の吟遊詩人レムレス,★6,こうげき,黄,緑,2245,3502,606,なし,シート,2.8,,,フィールド上の色ぷよとハートBOXをきいろぷよとみどりぷよに変換する,味方全体の黄属性の攻撃力が2.8倍、 緑属性の体力が1.8倍になる,,
旅の吟遊詩人レムレス,★7,こうげき,黄,緑,5042,8065,1322,込み,シート,3.5,,,このスキル発動中、味方全体の攻撃力を2.5倍にし、フィールド上の色ぷよとハートBOXをきいろぷよとみどりぷよに変える,黄属性カードと緑属性カードの攻撃力と体力を3.5倍にする,味方全体の体力を1.5倍にする,
旅の賢者りすくま,★6,たいりょく,緑,黄,1801,5200,403,なし,シート,2.0,,,フィールド上の色ぷよとハートBOXをみどりぷよときいろぷよに変換する,味方全体の緑属性の攻撃力が2倍、 黄属性の体力が3倍になる,,
旅の賢者りすくま,★7,たいりょく,緑,黄,3881,11740,1124,込み,シート,3.5,,,このスキル発動中、味方全体の攻撃力を2.5倍にし、フィールド上の色ぷよとハートBOXをみどりぷよときいろぷよに変える,緑属性カードと黄属性カードの攻撃力と体力を3.5倍にする,味方全体の体力を1.5倍にする,
旅の魔法使いまぐろ,★6,こうげき,青,黄,2306,3207,207,なし,シート,2.8,,,フィールド上の色ぷよとハートBOXをあおぷよときいろぷよに変換する,味方全体の青属性の攻撃力が2.8倍、 黄属性の体力が1.8倍になる,,
旅の魔法使いまぐろ,★7,こうげき,青,黄,5139,7630,834,込み,シート,3.5,,,このスキル発動中、味方全体の攻撃力を2.5倍にし、フィールド上の色ぷよとハートBOXをあおぷよときいろぷよに変える,青属性カードと黄属性カードの攻撃力と体力を3.5倍にする,味方全体の体力を1.5倍にする,
日向咲,★6,こうげき,赤,,,,,,シート,2.5,被ダメアップ×2.5,,相手全体にこのカードの「こうげき」×25の属性攻撃を与え、2ターンの間、受けるダメージを2.5倍にする,味方全体の攻撃力と体力を2.5倍にし、さらになぞり消し数を2個増やす,,
日向翔陽,★6,こうげき,赤,,2250,3820,200,なし,シート,3.0,,,相手単体にフィールド上のあかぷよの数×このカードの「こうげき」×8の属性攻撃を与え、フィールドをリセットする  その後色ぷよをランダムで4個プリズムボールに変える,味方全体の攻撃力を3倍、体力を2.5倍にし、クエスト出発時1回のみフィールド上の色ぷよをランダムで2個チャンスぷよに変える,,
日向翔陽,★7,こうげき,赤,,5050,8535,825,込み,シート,3.5,,,相手単体にフィールド上のあかぷよの数×このカードの「こうげき」×9の属性攻撃を与え、フィールドをリセットする その後色ぷよをランダムで6個プリズムボールに変える,味方全体の攻撃力を3.5倍、体力を3倍にし、クエスト出発時1回のみフィールド上の色ぷよをランダムで3個チャンスぷよに変える,,
日向翔陽＆影山飛雄,★6,こうげき,赤,紫,2510,4200,300,なし,シート,3.5,,,2ターンの間、ネクストぷよをあかぷよに変え、通常攻撃時のみ赤属性カードと紫属性カードのあかぷよ、むらさきぷよを消したときに発生する数値を4倍にする,赤属性カードと紫属性カードの攻撃力を3.5倍、体力を3.2倍、回復力を1.5倍にし、さらに一度に消せるぷよ数を2個増やす,,
日向翔陽＆影山飛雄,★7,こうげき,赤,紫,5715,9595,1048,込み,シート,4.5,,,2ターンの間、ネクストぷよをあかぷよに変え、通常攻撃時のみ赤属性カードと紫属性カードのあかぷよ、むらさきぷよを消したときに発生する数値を5.5倍にする,赤属性カードと紫属性カードの攻撃力を4.5倍、体力を3.5倍、回復力を1.5倍にし、さらに一度に消せるぷよ数を3個増やす,,
日向翔陽＆影山飛雄 ver.VS音駒,★6,こうげき,赤,紫,2610,4320,300,なし,シート,4.2,指定属性被ダメアップ×4.5,,2ターンの間、相手全体が受ける 赤、紫属性ダメージを4.5倍にする さらにフィールドをリセットし、その直後に落ちてくる色ぷよを連鎖のタネに変える,味方全体の攻撃力を4.2倍、体力を3.2倍にし、通常攻撃時のみあかぷよかむらさきぷよを消した場合、味方全体のスキル発動ぷよ数を4個減らす さらになぞり消し数を1個増やす,,
日向翔陽＆影山飛雄 ver.VS音駒,★7,こうげき,赤,紫,5926,9872,1068,込み,シート,5.2,指定属性被ダメアップ×5.5,,2ターンの間、相手全体が受ける 赤、紫属性ダメージを5.5倍にする さらにフィールドをリセットし、その直後に落ちてくる色ぷよを連鎖のタネに変える,味方全体の攻撃力を5.2倍、体力を3.5倍にし、通常攻撃時のみあかぷよかむらさきぷよを消した場合、味方全体のスキル発動ぷよ数を5個減らす さらになぞり消し数を2個増やす,①味方全体の体力を1.3倍にする ②味方全体のとくもりクリティカルの発動率をこのカードのとくもりクリティカルLv.×5％アップする(このとくもりスキルは重複可能),
日番谷冬獅郎,★6,バランス,青,,3062,5645,1052,込み,シート,3.0,攻撃エンハ×3.0; n個以上の同時消し×3.0(LS時のみ),,1ターンの間、味方青属性カードの攻撃力を3倍にし、さらに相手全体の攻撃力70%減少,青属性カードの体力を2.2倍にし、8個以上のぷよを同時に消すと青属性カードの攻撃力が3倍になる,,
早川あおい,★6,こうげき,緑,,2100,3510,200,なし,シート,3.0,,怯え×2,相手単体にこのカードの「こうげき」×10の 属性攻撃を与え、 3ターンの間、「怯え」状態にする,こうげきタイプの攻撃力を3倍、体力を2倍にする,,
早川あおい,★7,こうげき,緑,,4810,8077,825,込み,シート,3.5,,怯え×2,相手単体にこのカードの「こうげき」×15の 属性攻撃を与え、 4ターンの間、「怯え」状態にする,こうげきタイプの攻撃力を3.5倍、体力を2.5倍にする,,
明智吾郎,★6,バランス,黄,,3050,5800,970,込み,シート,2.5,,,相手単体にこのカードの「こうげき」×70の紫属性攻撃,黄属性カードの攻撃力を2.5倍、体力を2倍にし、ステージ開始時に全属性カードのターン数を一定の確率で+1する,,
昔の姿のかわいいぷにる,★6,たいりょく,紫,,,,,,シート,2.5,攻撃エンハ×3.0,,2ターンの間、味方全体の攻撃力を3倍にし、フィールド上の好きな場所の色ぷよ、ハートBOX、おじゃまぷよ、かたぷよを8個までむらさきぷよにぬりかえる,味方全体の攻撃力と体力を2.5倍にし、体力が0になっても1回のみ「体力1」で踏みとどまる,,
星の魔導師,★6,こうげき,,,,,,,シート,1.8,,,フィールド上の好きな場所の色ぷよとハートBOXを8個まで自色ぷよにぬりかえる,こうげきタイプの攻撃力と回復力を1.8倍にする,,
星の魔導師,★7,こうげき,,,,,,,シート,3.5,攻撃エンハ×3.5,,2ターンの間、自属性カードの攻撃力を3.5倍にし、フィールド上の好きな場所の色ぷよ、ハートBOX、おじゃまぷよ、かたぷよを10個まで自色ぷよにぬりかえる,こうげきタイプの攻撃力と回復力を3.5倍にする,クエスト出発時とステージ移動時フィールド上の色ぷよをランダムで1個チャンスぷよに変える,
星井スバル,★6,バランス,紫,,1880,3700,680,なし,シート,2.5,,,フィールド上の好きな場所の 色ぷよとハートBOXを 10個までむらさきぷよにぬりかえる,紫属性カードとバランスタイプの 攻撃力と体力を2.5倍にする,,
星井スバル,★7,バランス,紫,,4176,8450,1498,込み,シート,3.0,,,フィールド上の好きな場所の 色ぷよとハートBOXを 12個までむらさきぷよにぬりかえる,紫属性カードとバランスタイプの 攻撃力と体力を3倍にする,,
星井美希,★6,こうげき,黄,赤,2650,4320,330,なし,シート,4.2,n属性以上の同時攻撃×4.6; ブーストエリア×3.0,,3ターンの間、3属性以上の同時攻撃で味方全体の攻撃力を4.6倍にする さらにこのターン1回のみ直後に発動した味方1体のスキルを再度発動可能にし、3ターンの間、ネクストぷよを全て「プラス状態」にする,味方全体の攻撃力を4.2倍、体力を3.2倍、回復力を1.5倍にし、通常攻撃時のみきいろぷよを4個消すごとに味方全体のスキル発動ぷよ数を2個減らす さらに味方ターン終了時、フィールド上にあかぷよ、あおぷよが合計2個以上ある場合、ネクストぷよをランダムで3個「プラス状態」にする,,
